index,Life expectancy
349,68.97248316291632
350,67.89410420494846
351,71.12924107885226
352,69.33194281557235
353,71.84816038416432
354,67.53464455229243
355,67.89410420494846
356,70.05086212088429
357,68.97248316291632
358,68.97248316291632
359,71.84816038416432
360,71.48870073150829
361,71.48870073150829
362,66.45626559432446
363,69.69140246822838
364,68.6130235102604
365,67.89410420494846
366,68.97248316291632
367,71.12924107885226
368,66.81572524698049
369,66.81572524698049
370,66.45626559432446
371,67.1751848996364
372,68.97248316291632
373,67.89410420494846
374,70.76978142619635
375,71.48870073150829
376,71.48870073150829
377,71.48870073150829
378,68.97248316291632
379,71.12924107885226
380,71.12924107885226
381,67.89410420494846
382,71.48870073150829
383,66.45626559432446
384,67.89410420494846
385,66.81572524698049
386,70.41032177354032
387,68.6130235102604
388,68.6130235102604
389,71.12924107885226
390,70.76978142619635
391,69.33194281557235
392,71.12924107885226
393,68.25356385760438
394,69.33194281557235
395,70.05086212088429
396,71.48870073150829
397,68.6130235102604
398,67.1751848996364
399,69.69140246822838
400,69.69140246822838
401,71.12924107885226
402,67.89410420494846
403,69.69140246822838
404,67.1751848996364
405,68.97248316291632
406,69.33194281557235
407,69.33194281557235
408,68.25356385760438
409,67.1751848996364
410,66.81572524698049
411,67.53464455229243
412,68.25356385760438
413,70.76978142619635
414,66.81572524698049
415,68.97248316291632
416,68.6130235102604
417,68.6130235102604
418,68.6130235102604
419,71.12924107885226
420,70.76978142619635
421,67.1751848996364
422,69.69140246822838
423,69.69140246822838
424,71.12924107885226
425,67.1751848996364
426,70.05086212088429
427,67.1751848996364
428,66.81572524698049
429,70.76978142619635
430,68.25356385760438
431,68.97248316291632
432,67.53464455229243
433,70.76978142619635
434,70.76978142619635
435,70.41032177354032
436,70.76978142619635
437,70.05086212088429
438,66.45626559432446
